cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","03","Allergy/ Immunology",366100,12.45,20,442800,12.7,20
"07400","Orlando, FL","03","Allergy/ Immunology",236900,12.19,20,328300,12.47,20
"09100","Atlanta, GA","03","Allergy/ Immunology",350200,12.37,50,490500,12.73,50
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","03","Allergy/ Immunology",273500,12.25,30,406400,12.68,30
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","03","Allergy/ Immunology",252300,12.17,100,343400,12.44,100
"11600","Detroit-Flint, MI","03","Allergy/ Immunology",340600,12.3,60,432000,12.63,60
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","03","Allergy/ Immunology",288900,12.24,30,353200,12.2,30
"13101","Louisville, KY-IN (1)","03","Allergy/ Immunology",351600,12.53,20,424400,12.76,20
"14200","Indianapolis, IN","03","Allergy/ Immunology",308300,12.24,20,423900,12.77,20
"15200","Akron, OH","03","Allergy/ Immunology",298200,12.38,20,353100,12.57,20
"15900","Columbus, OH","03","Allergy/ Immunology",341600,12.28,30,469000,12.71,30
"16300","Pittsburgh, PA","03","Allergy/ Immunology",266300,12.02,20,427400,12.87,20
"18000","Buffalo-Niagara Falls-Rochester, NY","03","Allergy/ Immunology",308600,12.57,20,529500,13.07,20
"19400","New York-Nassau-Suffolk, NY","03","Allergy/ Immunology",496300,12.61,150,606400,12.88,150
"19500","Monmouth-Ocean, NJ","03","Allergy/ Immunology",356300,12.62,20,460800,12.91,20
"19600","Newark-Trenton, NJ","03","Allergy/ Immunology",281600,12.19,80,370200,12.54,80
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","03","Allergy/ Immunology",396000,12.43,80,523200,12.76,80
"20500","Barnstable-Yarmouth, MA","03","Allergy/ Immunology",347200,12.4,90,,,
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","03","Allergy/ Immunology",384700,12.54,40,,,
"21501","Minneapolis-St. Paul, MN-WI (1)","03","Allergy/ Immunology",335100,12.31,50,402300,12.61,50
"24100","Milwaukee-Waukesha, WI","03","Allergy/ Immunology",247000,12.04,20,482700,12.95,20
"24300","Chicago, IL","03","Allergy/ Immunology",358000,12.4,100,495500,12.57,100
"24701","St. Louis, MO-IL (1)","03","Allergy/ Immunology",416500,12.62,30,564100,13.06,30
"28202","Omaha, NE-IA (2)","03","Allergy/ Immunology",372900,12.73,20,469200,12.96,20
"28900","Denver-Boulder-Longmont, CO","03","Allergy/ Immunology",248000,12.27,50,312800,12.51,50
"29502","Kansas City, MO-KS (2)","03","Allergy/ Immunology",349000,12.3,20,408200,12.46,20
"31201","Austin-San Marcos, TX (1)","03","Allergy/ Immunology",277700,12.29,40,,,
"31301","San Antonio, TX (1)","03","Allergy/ Immunology",242200,12.21,30,286300,12.39,30
"32000","Houston-Galveston-Texas City, TX","03","Allergy/ Immunology",419100,12.48,60,524500,12.73,60
"33100","Dallas, TX","03","Allergy/ Immunology",920000,12.76,50,1076000,13.04,50
"35001","Phoenix-Mesa, AZ (1)","03","Allergy/ Immunology",383500,12.6,40,437100,12.74,40
"36100","Salt Lake City-Ogden, UT","03","Allergy/ Immunology",467100,12.82,20,516700,12.97,20
"37400","Sacramento, CA","03","Allergy/ Immunology",445700,12.71,20,531800,12.98,20
"37500","San Jose, CA","03","Allergy/ Immunology",403500,12.65,30,757100,13.18,30
"37800","San Francisco-Oakland, CA","03","Allergy/ Immunology",327200,12.46,70,,,
"38000","San Diego, CA","03","Allergy/ Immunology",277200,12.38,40,438200,12.84,40
"38300","Los Angeles-Long Beach, CA","03","Allergy/ Immunology",461500,12.55,150,576100,12.85,150
"38801","Portland-Vancouver, OR-WA (1)","03","Allergy/ Immunology",362800,12.56,20,442700,12.86,20
"39400","Seattle-Tacoma-Olympia, WA","03","Allergy/ Immunology",326400,12.47,40,453100,12.83,40
"00302","Knoxville, TN-Middlesborough, KY (2)","04","Otolaryngology",466000,12.77,30,538000,13,30
"00500","Danville, VA","04","Otolaryngology",396900,12.76,30,417600,12.79,30
"00900","Charlotte, NC","04","Otolaryngology",580200,13.03,60,617900,13.12,60
"01400","Fayetteville, NC","04","Otolaryngology",598600,13.19,20,674000,13.32,20
"01701","Raleigh-Durham-Chapel Hill, NC (1)","04","Otolaryngology",361800,12.56,90,,,
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","04","Otolaryngology",470100,12.81,40,,,
"02400","Richmond-Petersburg, VA","04","Otolaryngology",414100,12.75,40,512400,12.92,40
"03300","New Orleans, LA","04","Otolaryngology",456300,12.73,70,,,
"03500","Baton Rouge, LA","04","Otolaryngology",513400,12.96,30,602100,13.15,30
"04200","Little Rock-North Little Rock, AR","04","Otolaryngology",383300,12.7,30,422300,12.8,30
"05202","Memphis, TN-AR-MS (2)","04","Otolaryngology",519600,12.83,30,649700,13.08,30
"05600","Nashville, TN","04","Otolaryngology",524200,13.03,60,542200,13.02,60
"06700","Tampa-St. Petersburg-Clearwater, FL","04","Otolaryngology",424300,12.61,80,442900,12.47,80
"06900","Punta Gorda-Sarasota-Bradenton, FL","04","Otolaryngology",422200,12.7,20,484300,12.7,20
"07000","Fort Lauderdale-Miami, FL","04","Otolaryngology",656400,13.03,100,713900,13.11,100
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","04","Otolaryngology",732500,13.12,60,808400,12.99,60
"07200","Fort Myers-Cape Coral-Naples, FL","04","Otolaryngology",522100,12.68,30,581600,12.85,30
"07300","Melbourne-Titusville-Palm Bay, FL","04","Otolaryngology",461800,12.62,20,545200,13.01,20
"07400","Orlando, FL","04","Otolaryngology",497400,12.9,60,582000,13.08,60
"07600","Jacksonville, FL","04","Otolaryngology",448100,12.72,60,491000,12.79,60
"08100","Columbia, SC","04","Otolaryngology",402700,12.59,20,576300,12.98,20
"08202","Charleston-North Charleston, SC (2)","04","Otolaryngology",385800,12.53,50,407800,12.53,50
"08300","Greenville, SC","04","Otolaryngology",437200,12.86,30,465100,12.93,30
"09100","Atlanta, GA","04","Otolaryngology",541700,12.88,150,613300,13.1,150
"10700","Birmingham, AL","04","Otolaryngology",423500,12.59,50,463700,12.64,50
"10900","Fort Walton Beach-Pensacola, FL","04","Otolaryngology",433900,12.55,30,470500,12.81,30
"11001","Mobile, AL (1)","04","Otolaryngology",624500,13.12,20,744500,13.31,20
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","04","Otolaryngology",469100,12.67,100,583300,12.95,100
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","04","Otolaryngology",439000,12.68,200,510000,12.89,200
"11600","Detroit-Flint, MI","04","Otolaryngology",412200,12.53,200,468900,12.62,200
"12200","Grand Rapids-Muskegon-Holland, MI","04","Otolaryngology",379000,12.63,40,414700,12.73,40
"12501","Dayton-Springfield, OH (1)","04","Otolaryngology",397500,12.63,20,438900,12.73,20
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","04","Otolaryngology",415500,12.32,80,477500,12.75,80
"13101","Louisville, KY-IN (1)","04","Otolaryngology",487100,12.74,40,561800,13.03,40
"14200","Indianapolis, IN","04","Otolaryngology",516100,12.97,70,580900,13.07,70
"15200","Akron, OH","04","Otolaryngology",432600,12.78,90,,,
"15900","Columbus, OH","04","Otolaryngology",533400,12.98,80,626800,13.13,80
"16300","Pittsburgh, PA","04","Otolaryngology",474600,12.68,60,578300,12.88,60
"17700","Syracuse-Utica-Rome, NY","04","Otolaryngology",494100,12.9,30,616300,13.1,30
"18000","Buffalo-Niagara Falls-Rochester, NY","04","Otolaryngology",372300,12.63,70,437600,12.82,70
"18600","Glens Falls, NY","04","Otolaryngology",524800,12.99,30,688800,13.25,30
"19000","Allentown-Bethlehem-Easton, PA","04","Otolaryngology",328400,12.57,20,351600,12.57,20
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","04","Otolaryngology",476700,12.89,30,550800,13.1,30
"19200","York, PA","04","Otolaryngology",874100,12.85,20,955300,13.02,20
"19300","Dutchess County, NY","04","Otolaryngology",594100,13.18,20,638500,13.28,20
"19400","New York-Nassau-Suffolk, NY","04","Otolaryngology",824900,13.21,400,934000,13.37,400
"19500","Monmouth-Ocean, NJ","04","Otolaryngology",565100,13.06,30,659100,13.21,30
"19600","Newark-Trenton, NJ","04","Otolaryngology",680800,12.99,150,753400,13.05,150
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","04","Otolaryngology",485500,12.79,200,647300,13.01,200
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","04","Otolaryngology",410900,12.63,20,563200,13,20
"20500","Barnstable-Yarmouth, MA","04","Otolaryngology",573000,12.96,250,702500,13.17,250
"20600","Manchester, NH","04","Otolaryngology",469300,12.98,30,497900,13.05,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","04","Otolaryngology",1424000,13.1,100,1534000,13.23,100
"21501","Minneapolis-St. Paul, MN-WI (1)","04","Otolaryngology",392600,12.76,100,496500,13.01,100
"24100","Milwaukee-Waukesha, WI","04","Otolaryngology",528600,13,60,613300,13.19,60
"24300","Chicago, IL","04","Otolaryngology",534800,12.85,250,634900,13.04,250
"24701","St. Louis, MO-IL (1)","04","Otolaryngology",434400,12.6,100,484400,12.68,100
"27501","Des Moines, IA (1)","04","Otolaryngology",611800,12.96,30,646200,13.04,30
"28202","Omaha, NE-IA (2)","04","Otolaryngology",469400,12.72,60,533100,12.86,60
"28401","Colorado Springs, CO (1)","04","Otolaryngology",355900,12.48,30,383800,12.61,30
"28900","Denver-Boulder-Longmont, CO","04","Otolaryngology",429300,12.74,100,496400,12.93,100
"29502","Kansas City, MO-KS (2)","04","Otolaryngology",490500,12.91,80,,,
"30402","Tulsa, OK (2)","04","Otolaryngology",453000,12.82,20,527600,12.72,20
"30601","El Paso, TX-Las Cruces, NM (1)","04","Otolaryngology",318900,12.55,20,370300,12.72,20
"31201","Austin-San Marcos, TX (1)","04","Otolaryngology",554600,13.01,60,616800,13.14,60
"31301","San Antonio, TX (1)","04","Otolaryngology",377700,12.43,80,433200,12.59,80
"31600","Brownsville-Harlingen-San Benito, TX","04","Otolaryngology",626400,13.13,20,718500,13.3,20
"32000","Houston-Galveston-Texas City, TX","04","Otolaryngology",717600,12.84,200,900300,13.09,200
"33000","Fort Worth-Arlington, TX","04","Otolaryngology",552400,12.93,50,688000,13.12,50
"33100","Dallas, TX","04","Otolaryngology",595600,12.94,100,717800,13.19,100
"33803","Oklahoma City, OK (3)","04","Otolaryngology",398200,12.71,50,469500,12.88,50
"34701","Honolulu, HI (1)","04","Otolaryngology",407600,12.44,30,479400,12.79,30
"34901","Albuquerque, NM (1)","04","Otolaryngology",307900,12.55,20,357300,12.68,20
"35001","Phoenix-Mesa, AZ (1)","04","Otolaryngology",446800,12.73,100,496100,12.86,100
"35100","Tucson, AZ","04","Otolaryngology",478900,12.83,30,541500,12.99,30
"36100","Salt Lake City-Ogden, UT","04","Otolaryngology",488700,12.73,70,526600,12.85,70
"37200","Fresno-Visalia-Tulare-Parterville, CA","04","Otolaryngology",364000,12.72,20,432100,12.89,20
"37400","Sacramento, CA","04","Otolaryngology",482100,12.8,90,542300,12.97,90
"37500","San Jose, CA","04","Otolaryngology",503700,12.83,90,635200,13.08,90
"37700","Santa Rosa, CA","04","Otolaryngology",465700,12.94,20,488100,12.73,20
"37800","San Francisco-Oakland, CA","04","Otolaryngology",460300,12.77,250,571700,13,250
"37901","Las Vegas, NV-AZ (1)","04","Otolaryngology",578700,12.95,40,640000,12.94,40
"38000","San Diego, CA","04","Otolaryngology",484500,12.75,100,569900,12.97,100
"38300","Los Angeles-Long Beach, CA","04","Otolaryngology",509000,12.74,450,629100,12.92,450
"38601","Spokane, WA (1)","04","Otolaryngology",371300,12.54,20,394600,12.72,20
"38801","Portland-Vancouver, OR-WA (1)","04","Otolaryngology",482700,12.92,100,528400,12.9,100
"38901","Salem-Eugene-Springfield, OR (1)","04","Otolaryngology",557300,13.09,20,595100,13.19,20
"39400","Seattle-Tacoma-Olympia, WA","04","Otolaryngology",490700,12.85,150,574500,13.02,150
"00302","Knoxville, TN-Middlesborough, KY (2)","05","Anesthesiology",400300,12.63,150,431600,12.69,150
"00500","Danville, VA","05","Anesthesiology",375400,12.44,60,,,
"00900","Charlotte, NC","05","Anesthesiology",500400,12.98,200,564300,13.12,200
"01302","Florence-Myrtle Beach, SC (2)","05","Anesthesiology",370500,12.68,50,422100,12.7,50
"01400","Fayetteville, NC","05","Anesthesiology",376500,12.57,50,460700,12.8,50
"01701","Raleigh-Durham-Chapel Hill, NC (1)","05","Anesthesiology",392700,12.67,350,462800,12.8,350
"01900","Greenville-Jacksonville, NC","05","Anesthesiology",402500,12.67,60,,,
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","05","Anesthesiology",408300,12.79,150,463000,12.9,150
"02400","Richmond-Petersburg, VA","05","Anesthesiology",357300,12.62,200,437500,12.88,200
"03300","New Orleans, LA","05","Anesthesiology",389400,12.67,250,,,
"03500","Baton Rouge, LA","05","Anesthesiology",450600,12.8,60,497800,12.93,60
"04200","Little Rock-North Little Rock, AR","05","Anesthesiology",377000,12.66,200,443100,12.83,200
"05202","Memphis, TN-AR-MS (2)","05","Anesthesiology",427500,12.84,150,458000,12.86,150
"05600","Nashville, TN","05","Anesthesiology",506000,12.83,350,559500,12.96,350
"06700","Tampa-St. Petersburg-Clearwater, FL","05","Anesthesiology",396700,12.64,400,457100,12.78,400
"06800","Lakeland-Winter Haven, FL","05","Anesthesiology",538300,12.87,40,625000,13.06,40
"06900","Punta Gorda-Sarasota-Bradenton, FL","05","Anesthesiology",385300,12.45,100,421500,12.45,100
"07000","Fort Lauderdale-Miami, FL","05","Anesthesiology",385500,12.57,650,,,
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","05","Anesthesiology",408100,12.64,300,470100,12.79,300
"07200","Fort Myers-Cape Coral-Naples, FL","05","Anesthesiology",414500,12.66,100,457200,12.73,100
"07300","Melbourne-Titusville-Palm Bay, FL","05","Anesthesiology",326400,12.41,100,,,
"07400","Orlando, FL","05","Anesthesiology",535700,12.87,300,603800,12.94,300
"07500","Daytona Beach, FL","05","Anesthesiology",348700,12.66,50,391400,12.7,50
"07600","Jacksonville, FL","05","Anesthesiology",578700,12.82,250,643100,12.89,250
"08100","Columbia, SC","05","Anesthesiology",491300,13.03,70,,,
"08202","Charleston-North Charleston, SC (2)","05","Anesthesiology",350200,12.55,200,430600,12.79,200
"08300","Greenville, SC","05","Anesthesiology",490800,13.01,150,547300,13.13,150
"09100","Atlanta, GA","05","Anesthesiology",426200,12.71,600,531400,12.88,600
"10700","Birmingham, AL","05","Anesthesiology",423800,12.81,200,487000,12.97,200
"10900","Fort Walton Beach-Pensacola, FL","05","Anesthesiology",435500,12.71,100,496900,12.84,100
"11001","Mobile, AL (1)","05","Anesthesiology",407000,12.87,60,435200,12.93,60
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","05","Anesthesiology",379000,12.69,600,483100,12.87,600
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","05","Anesthesiology",376200,12.61,800,447200,12.77,800
"11600","Detroit-Flint, MI","05","Anesthesiology",351900,12.54,750,421600,12.67,750
"12200","Grand Rapids-Muskegon-Holland, MI","05","Anesthesiology",329400,12.58,200,373300,12.72,200
"12501","Dayton-Springfield, OH (1)","05","Anesthesiology",390300,12.7,100,424100,12.78,100
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","05","Anesthesiology",406200,12.73,350,494900,12.83,350
"12901","Lexington-Fayette, KY (1)","05","Anesthesiology",397200,12.69,200,427300,12.77,200
"13101","Louisville, KY-IN (1)","05","Anesthesiology",398000,12.69,200,456000,12.82,200
"13501","Toledo, OH (1)","05","Anesthesiology",549400,12.94,100,606500,13.02,100
"13600","Benton Harbor, MI-South Bend, IN","05","Anesthesiology",367500,12.64,70,390800,12.66,70
"14200","Indianapolis, IN","05","Anesthesiology",441400,12.81,500,503900,12.92,500
"14900","Gary, IN","05","Anesthesiology",414300,12.71,50,473300,12.82,50
"15000","Canton-Massillon, OH","05","Anesthesiology",400300,12.61,40,445300,12.79,40
"15200","Akron, OH","05","Anesthesiology",387500,12.73,500,461600,12.9,500
"15900","Columbus, OH","05","Anesthesiology",374900,12.6,400,455100,12.85,400
"16300","Pittsburgh, PA","05","Anesthesiology",399800,12.71,350,488700,12.9,350
"16400","Youngstown-Warren, OH-Sharon, PA","05","Anesthesiology",328000,12.51,50,346700,12.45,50
"16500","Erie, PA-Jamestown, NY","05","Anesthesiology",413900,12.72,50,452900,12.82,50
"17700","Syracuse-Utica-Rome, NY","05","Anesthesiology",382300,12.73,150,,,
"18000","Buffalo-Niagara Falls-Rochester, NY","05","Anesthesiology",400400,12.75,300,464800,12.86,300
"18600","Glens Falls, NY","05","Anesthesiology",472000,12.81,150,530000,12.95,150
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","05","Anesthesiology",392800,12.75,70,439300,12.9,70
"19000","Allentown-Bethlehem-Easton, PA","05","Anesthesiology",412900,12.75,100,500400,12.93,100
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","05","Anesthesiology",375600,12.67,150,427000,12.8,150
"19200","York, PA","05","Anesthesiology",386800,12.77,150,459700,12.91,150
"19300","Dutchess County, NY","05","Anesthesiology",512400,12.91,100,,,
"19400","New York-Nassau-Suffolk, NY","05","Anesthesiology",416600,12.69,2100,514700,12.89,2100
"19500","Monmouth-Ocean, NJ","05","Anesthesiology",442900,12.78,200,511200,12.9,200
"19600","Newark-Trenton, NJ","05","Anesthesiology",492700,12.8,1100,583000,12.98,1100
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","05","Anesthesiology",390200,12.67,1000,,,
"19800","Wilmington-Newark, DE-MD","05","Anesthesiology",383000,12.65,50,439300,12.84,50
"20100","Portland-Lewiston-Auburn, ME","05","Anesthesiology",374500,12.51,100,414400,12.64,100
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","05","Anesthesiology",422700,12.65,150,522000,12.92,150
